Title,NP without modification,Surface modification,SizeTEM (nm),Zeta potential,Incubation protein source,Incubation plasma concentration (v/v%),Incubation NP concentration (mg/L),Centrifugation speed (g),Centrifugation time （min）,Certrifugation temperature (℃),NP type,NP shape,Dispersion medium,Dispersion medium pH,SizeDLS (nm),PDI,Incubation culture,Incubation time (h),Incubation temperature (℃),Centrifugation repetitions,Modification type,Individual proteins,P02647,P02768,P04264,P13645,P35908,P35527,P02788,P02533
Protein corona significantly reduces active targeting yield,SiO2,BCN,47.02,-18.9,FBS,9,200,10000,30,25,other,sphere,PBS,7.4,154,0.19,buffer,1,37,1,Neutral,,6.05,0.41,0,0,0,0,0,0
Protein corona significantly reduces active targeting yield,SiO2,BCN,47.02,-18.9,FBS,90,200,10000,30,25,other,sphere,PBS,7.4,154,0.19,buffer,1,37,1,Neutral,,5.96,1.12,0,0,0,0,0,0
Protein corona significantly reduces active targeting yield,SiO2,BCN,47.02,-7.9,FBS,90,200,10000,30,25,other,sphere,plasma,7.4,634,0.34,buffer,1,37,1,Neutral,,5.96,1.12,0,0,0,0,0,0
Protein source and choice of anticoagulant decisively affect nanoparticle protein corona and cellular uptake,PS,NH2,116,42.8,HP,76.92,100,20000,60,25,other,sphere,water,7,116,0.126944444,water,1,37,1,Anionic,,2.09,58.15,0,0,0,0,0,0
Protein source and choice of anticoagulant decisively affect nanoparticle protein corona and cellular uptake,PS,NH2,116,42.8,HP,76.92,100,20000,60,25,other,sphere,water,7,116,0.126944444,water,1,37,1,Anionic,,0.26,53.19,0,0,0,0,0,0
Protein source and choice of anticoagulant decisively affect nanoparticle protein corona and cellular uptake,PS,NH2,116,42.8,HP,76.92,100,20000,60,25,other,sphere,water,7,116,0.126944444,water,1,37,1,Anionic,,0.54,46.68,0.05,0,0,0.03,0,0
Protein source and choice of anticoagulant decisively affect nanoparticle protein corona and cellular uptake,PS,NH2,116,42.8,HP,76.92,100,20000,60,25,other,sphere,water,7,116,0.126944444,water,1,37,1,Anionic,,0.24,58.88,0,0,0,0,0,0
Protein source and choice of anticoagulant decisively affect nanoparticle protein corona and cellular uptake,PS,NH2,116,42.8,HP,76.92,100,20000,60,25,other,sphere,water,7,116,0.126944444,water,1,37,1,Anionic,,0.09,39.35,0.12,0,0,0.01,0,0
Protein source and choice of anticoagulant decisively affect nanoparticle protein corona and cellular uptake,PS,NH2,116,42.8,HP,76.92,100,20000,60,25,other,sphere,water,7,116,0.126944444,water,1,37,1,Anionic,,0.23,45.04,0,0,0,0,0,0
Proteomics analysis reveals distinct corona composition on magnetic nanoparticles with different surface coatings: Implications for interactions with primary human macrophages,Fe3O4,SiO2,44,-11.24,HP,100,1000,3500,15,4,metal,sphere,cell culture,7.4,391.7,0.126944444,water,1,37,1,Neutral,,3.02283199,8.877629128,0.201259262,0.112966499,0,0,0.765001176,0
Proteomics analysis reveals distinct corona composition on magnetic nanoparticles with different surface coatings: Implications for interactions with primary human macrophages,Fe3O4,SiO2,44,-19.92,HP,100,1000,3500,15,4,metal,sphere,cell culture,7.4,124.8,0.126944444,water,1,37,1,Neutral,,3.02283199,8.877629128,0.201259262,0.112966499,0,0,0.765001176,0
A proteomics-based methodology to investigate the protein corona effect for targeted drug delivery,DOTAP/DOPC/DC-Chol/DOPE/DOPE-PEG2k,PEG,60,58.4,HP,50,500,84000,30,4,liposome,sphere,buffer,7.4,60,0.126944444,water,1,37,1,Neutral,,1.66,2.46,1.47,1.22,1.08,1.17,0,0.46
Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,PS,none,115,51,HP,90,600,15300,20,4,other,sphere,buffer,7.4,117,0.011,buffer,0.5,37,1,Neutral,,10.59,20.87,0.81,0.37,0.1,0.26,0,0.04
Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,PS,none,115,51,HP,90,600,15300,20,4,other,sphere,buffer,7.4,117,0.011,buffer,2,37,1,Neutral,,13.93,18.78,0.7,0.33,0.13,0.27,0,0.04
Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,PS,none,115,51,HP,90,600,15300,20,4,other,sphere,buffer,7.4,117,0.011,buffer,5,37,1,Neutral,,14.26,23.06,0.48,0.28,0.1,0.27,0,0.04
Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,PS,none,115,51,HP,90,600,15300,20,4,other,sphere,buffer,7.4,117,0.011,buffer,15,37,1,Neutral,,10.21,14.54,2.12,1.44,0.55,0.99,0,0.15
Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,PS,none,115,51,HP,90,600,15300,20,4,other,sphere,buffer,7.4,117,0.011,buffer,30,37,1,Neutral,,8.37,18.98,0.88,0.48,0.17,0.41,0,0.07
Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,PS,none,115,51,HP,90,600,15300,20,4,other,sphere,buffer,7.4,117,0.011,buffer,60,37,1,Neutral,,11.1,20.84,2.28,0.9,0.29,1.13,0,0.55
Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,PS,none,115,51,HP,90,600,15300,20,4,other,sphere,buffer,7.4,117,0.011,buffer,120,37,1,Neutral,,7.55,17.26,2.1,1.04,0.39,0.86,0,0.67
Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,NH2,30.2,-10,HP,90,60,15300,20,4,other,sphere,buffer,7.4,31,0.104,buffer,0.5,37,1,Anionic,,3.13,2.33,0.47,0,0,0,1.03,0
Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,NH2,30.2,-10,HP,90,60,15300,20,4,other,sphere,buffer,7.4,31,0.104,buffer,2,37,1,Anionic,,2.67,2.36,0.54,0,0,0,0.46,0
Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,NH2,30.2,-10,HP,90,60,15300,20,4,other,sphere,buffer,7.4,31,0.104,buffer,5,37,1,Anionic,,2.45,2.37,0.47,0,0,0,0.58,0
Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,NH2,30.2,-10,HP,90,60,15300,20,4,other,sphere,buffer,7.4,31,0.104,buffer,15,37,1,Anionic,,3.02,2.37,0.57,0,0,0,0.69,0
Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,NH2,30.2,-10,HP,90,60,15300,20,4,other,sphere,buffer,7.4,31,0.104,buffer,30,37,1,Anionic,,2.92,2.37,0.26,0,0,0,0.7,0
Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,NH2,30.2,-10,HP,90,60,15300,20,4,other,sphere,buffer,7.4,31,0.104,buffer,60,37,1,Anionic,,2.31,1.76,0.3,0,0,0,1.07,0
Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,NH2,30.2,-10,HP,90,60,15300,20,4,other,sphere,buffer,7.4,31,0.104,buffer,120,37,1,Anionic,,3.01,1.49,0.32,0,0,0,0.68,0
Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,none,31.4,-14,HP,90,60,15300,20,4,other,sphere,plasma,7.4,48,0.004,buffer,0.5,37,1,Neutral,,15.16,13.21,0.33,0.13,0.3,0.14,0,0.03
Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,COOH,27.2,-14,HP,90,60,15300,20,4,other,sphere,plasma,7.4,69,0.068,buffer,0.5,37,1,Anionic,,2.06,2.92,0.51,0,0,0,0.39,0
Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,none,31.4,-14,HP,90,60,15300,20,4,other,sphere,plasma,7.4,48,0.004,buffer,2,37,1,Neutral,,20.01,8,0.38,0.19,0.14,0.15,0,0.04
Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,COOH,27.2,-14,HP,90,60,15300,20,4,other,sphere,plasma,7.4,69,0.068,buffer,2,37,1,Anionic,,2.24,2.97,0.28,0,0,0,0.48,0
Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,none,31.4,-14,HP,90,60,15300,20,4,other,sphere,plasma,7.4,48,0.004,buffer,5,37,1,Neutral,,18.48,8.17,0.24,0.14,0.16,0.14,0,0.02
Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,COOH,27.2,-14,HP,90,60,15300,20,4,other,sphere,plasma,7.4,69,0.068,buffer,5,37,1,Anionic,,2.09,2.8,0.36,0,0,0,0.48,0
Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,none,31.4,-14,HP,90,60,15300,20,4,other,sphere,plasma,7.4,48,0.004,buffer,15,37,1,Neutral,,17.25,10.63,0.45,0.18,0.21,0.16,0,0.04
Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,COOH,27.2,-14,HP,90,60,15300,20,4,other,sphere,plasma,7.4,69,0.068,buffer,15,37,1,Anionic,,2.24,2.75,0.51,0,0,0,0.46,0
Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,none,31.4,-14,HP,90,60,15300,20,4,other,sphere,plasma,7.4,48,0.004,buffer,30,37,1,Neutral,,2.11,8.09,1.27,0.58,0.24,0.41,0,0.08
Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,COOH,27.2,-14,HP,90,60,15300,20,4,other,sphere,plasma,7.4,69,0.068,buffer,30,37,1,Anionic,,2.22,2.52,0.41,0,0,0,0.69,0
Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,none,31.4,-14,HP,90,60,15300,20,4,other,sphere,plasma,7.4,48,0.004,buffer,60,37,1,Neutral,,20.7,6.68,0.39,0.18,0.15,0.16,0,0.03
Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,COOH,27.2,-14,HP,90,60,15300,20,4,other,sphere,plasma,7.4,69,0.068,buffer,60,37,1,Anionic,,2.18,2.64,0.26,0,0,0,0.49,0
Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,none,31.4,-14,HP,90,60,15300,20,4,other,sphere,plasma,7.4,48,0.004,buffer,120,37,1,Neutral,,23.17,8.57,0.34,0.19,0.16,0.14,0,0.04
Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,COOH,27.2,-14,HP,90,60,15300,20,4,other,sphere,plasma,7.4,69,0.068,buffer,120,37,1,Anionic,,2.49,2.62,0.58,0,0,0,0.57,0
Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,none,31.6,-15,HP,90,60,15300,20,4,other,sphere,buffer,7.4,33,0.045,buffer,0.5,37,1,Neutral,,1.84,2.3,0.41,0,0,0,0.55,0
Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,none,31.6,-15,HP,90,60,15300,20,4,other,sphere,buffer,7.4,33,0.045,buffer,2,37,1,Neutral,,2.6,2.04,0.55,0,0,0,0.53,0
Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,none,31.6,-15,HP,90,60,15300,20,4,other,sphere,buffer,7.4,33,0.045,buffer,5,37,1,Neutral,,2.76,2.22,0.71,0,0,0,0.32,0
Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,none,31.6,-15,HP,90,60,15300,20,4,other,sphere,buffer,7.4,33,0.045,buffer,15,37,1,Neutral,,2.79,2.31,0.65,0,0,0,0.58,0
Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,none,31.6,-15,HP,90,60,15300,20,4,other,sphere,buffer,7.4,33,0.045,buffer,30,37,1,Neutral,,3.2,2.59,0.85,0,0,0,0.41,0
Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,none,31.6,-15,HP,90,60,15300,20,4,other,sphere,buffer,7.4,33,0.045,buffer,60,37,1,Neutral,,2.77,2.7,0.71,0,0,0,0.34,0
Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,none,31.6,-15,HP,90,60,15300,20,4,other,sphere,buffer,7.4,33,0.045,buffer,120,37,1,Neutral,,4.07,2.7,0.81,0,0,0,0.11,0
Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,COOH,27.2,-18,HP,90,60,15300,20,4,other,sphere,buffer,7.4,28,0.063,buffer,0.5,37,1,Anionic,,2.06,2.92,0.51,0,0,0,0.39,0
Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,NH2,144.8,-18,HP,90,60,15300,20,4,other,sphere,buffer,7.4,148,0.004,buffer,0.5,37,1,Anionic,,1.9,1.91,1.05,0,0,0,0.8,0
Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,PS,none,115,-18,HP,90,600,15300,20,4,other,sphere,plasma,7.4,156,0.011,buffer,0.5,37,1,Neutral,,10.59,20.87,0.81,0.37,0.1,0.26,0,0.04
Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,COOH,27.2,-18,HP,90,60,15300,20,4,other,sphere,buffer,7.4,28,0.063,buffer,2,37,1,Anionic,,2.24,2.97,0.28,0,0,0,0.48,0
Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,NH2,144.8,-18,HP,90,60,15300,20,4,other,sphere,buffer,7.4,148,0.004,buffer,2,37,1,Anionic,,1.82,2.02,0.89,0,0,0,0.85,0
Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,PS,none,115,-18,HP,90,600,15300,20,4,other,sphere,plasma,7.4,156,0.011,buffer,2,37,1,Neutral,,13.93,18.78,0.7,0.33,0.13,0.27,0,0.04
Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,COOH,27.2,-18,HP,90,60,15300,20,4,other,sphere,buffer,7.4,28,0.063,buffer,5,37,1,Anionic,,2.09,2.8,0.36,0,0,0,0.48,0
Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,NH2,144.8,-18,HP,90,60,15300,20,4,other,sphere,buffer,7.4,148,0.004,buffer,5,37,1,Anionic,,2.28,1.79,1.28,0,0,0,0.58,0
Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,PS,none,115,-18,HP,90,600,15300,20,4,other,sphere,plasma,7.4,156,0.011,buffer,5,37,1,Neutral,,14.26,23.06,0.48,0.28,0.1,0.27,0,0.04
Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,COOH,27.2,-18,HP,90,60,15300,20,4,other,sphere,buffer,7.4,28,0.063,buffer,15,37,1,Anionic,,2.24,2.75,0.51,0,0,0,0.46,0
Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,NH2,144.8,-18,HP,90,60,15300,20,4,other,sphere,buffer,7.4,148,0.004,buffer,15,37,1,Anionic,,2.36,1.72,1.07,0,0,0,0.49,0
Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,PS,none,115,-18,HP,90,600,15300,20,4,other,sphere,plasma,7.4,156,0.011,buffer,15,37,1,Neutral,,10.21,14.54,2.12,1.44,0.55,0.99,0,0.15
Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,COOH,27.2,-18,HP,90,60,15300,20,4,other,sphere,buffer,7.4,28,0.063,buffer,30,37,1,Anionic,,2.22,2.52,0.41,0,0,0,0.69,0
Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,NH2,144.8,-18,HP,90,60,15300,20,4,other,sphere,buffer,7.4,148,0.004,buffer,30,37,1,Anionic,,1.96,1.6,1.23,0,0,0,0.49,0
Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,PS,none,115,-18,HP,90,600,15300,20,4,other,sphere,plasma,7.4,156,0.011,buffer,30,37,1,Neutral,,8.37,18.98,0.88,0.48,0.17,0.41,0,0.07
Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,COOH,27.2,-18,HP,90,60,15300,20,4,other,sphere,buffer,7.4,28,0.063,buffer,60,37,1,Anionic,,2.18,2.64,0.26,0,0,0,0.49,0
Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,NH2,144.8,-18,HP,90,60,15300,20,4,other,sphere,buffer,7.4,148,0.004,buffer,60,37,1,Anionic,,2.15,2.04,0.8,0,0,0,0.46,0
Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,PS,none,115,-18,HP,90,600,15300,20,4,other,sphere,plasma,7.4,156,0.011,buffer,60,37,1,Neutral,,11.1,20.84,2.28,0.9,0.29,1.13,0,0.55
Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,COOH,27.2,-18,HP,90,60,15300,20,4,other,sphere,buffer,7.4,28,0.063,buffer,120,37,1,Anionic,,2.49,2.62,0.58,0,0,0,0.57,0
Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,NH2,144.8,-18,HP,90,60,15300,20,4,other,sphere,buffer,7.4,148,0.004,buffer,120,37,1,Anionic,,2.13,2.16,0.99,0,0,0,0.24,0
Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,PS,none,115,-18,HP,90,600,15300,20,4,other,sphere,plasma,7.4,156,0.011,buffer,120,37,1,Neutral,,7.55,17.26,2.1,1.04,0.39,0.86,0,0.67
Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,none,141,-21,HP,90,60,15300,20,4,other,sphere,buffer,7.4,141,0.002,buffer,0.5,37,1,Neutral,,2.73,1.4,1.14,0,0,0,0.52,0
Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,none,141,-21,HP,90,60,15300,20,4,other,sphere,buffer,7.4,141,0.002,buffer,2,37,1,Neutral,,1.46,1.77,1.03,0,0,0,0.3,0
Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,none,141,-21,HP,90,60,15300,20,4,other,sphere,buffer,7.4,141,0.002,buffer,5,37,1,Neutral,,1.23,2.06,1.6,0,0,0,0.34,0
Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,none,141,-21,HP,90,60,15300,20,4,other,sphere,buffer,7.4,141,0.002,buffer,15,37,1,Neutral,,1.48,1.9,1.12,0,0,0,0.53,0
Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,none,141,-21,HP,90,60,15300,20,4,other,sphere,buffer,7.4,141,0.002,buffer,30,37,1,Neutral,,1.41,1.41,1.54,0,0,0,0.41,0
Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,none,141,-21,HP,90,60,15300,20,4,other,sphere,buffer,7.4,141,0.002,buffer,60,37,1,Neutral,,2.09,2.11,0.96,0,0,0,0.08,0
Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,none,141,-21,HP,90,60,15300,20,4,other,sphere,buffer,7.4,141,0.002,buffer,120,37,1,Neutral,,2.47,1.83,0.77,0,0,0,0.52,0
Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,PS,none,112,-24,HP,90,600,15300,20,4,other,sphere,plasma,7.4,126,0.011,buffer,0.5,37,1,Neutral,,3.26,9.54,0.54,0.31,0.13,0.25,0,0.03
Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,PS,none,112,-24,HP,90,600,15300,20,4,other,sphere,plasma,7.4,126,0.011,buffer,2,37,1,Neutral,,2.72,14.23,0.71,0.38,0.16,0.3,0,0.04
Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,PS,none,112,-24,HP,90,600,15300,20,4,other,sphere,plasma,7.4,126,0.011,buffer,5,37,1,Neutral,,2.76,12.25,0.83,0.41,0.25,0.33,0,0.05
Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,PS,none,112,-24,HP,90,600,15300,20,4,other,sphere,plasma,7.4,126,0.011,buffer,15,37,1,Neutral,,2.62,12.62,0.56,0.29,0.15,0.27,0,0.03
Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,PS,none,112,-24,HP,90,600,15300,20,4,other,sphere,plasma,7.4,126,0.011,buffer,30,37,1,Neutral,,21.74,6,1.35,1.02,0.38,0.29,0,0.09
Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,PS,none,112,-24,HP,90,600,15300,20,4,other,sphere,plasma,7.4,126,0.011,buffer,60,37,1,Neutral,,2.46,8.44,1.75,0.93,0.38,0.62,0,0.13
Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,PS,none,112,-24,HP,90,600,15300,20,4,other,sphere,plasma,7.4,126,0.011,buffer,120,37,1,Neutral,,2.69,8.88,1.17,0.57,0.25,0.36,0,0.07
Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,none,31.4,-25,HP,90,60,15300,20,4,other,sphere,buffer,7.4,35.2,0.0001,buffer,0.5,37,1,Neutral,,15.16,13.21,0.33,0.13,0.3,0.14,0,0.03
Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,none,31.4,-25,HP,90,60,15300,20,4,other,sphere,buffer,7.4,35.2,0.0001,buffer,2,37,1,Neutral,,20.01,8,0.38,0.19,0.14,0.15,0,0.04
Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,none,31.4,-25,HP,90,60,15300,20,4,other,sphere,buffer,7.4,35.2,0.0001,buffer,5,37,1,Neutral,,18.48,8.17,0.24,0.14,0.16,0.14,0,0.02
Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,none,31.4,-25,HP,90,60,15300,20,4,other,sphere,buffer,7.4,35.2,0.0001,buffer,15,37,1,Neutral,,17.25,10.63,0.45,0.18,0.21,0.16,0,0.04
Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,none,31.4,-25,HP,90,60,15300,20,4,other,sphere,buffer,7.4,35.2,0.0001,buffer,30,37,1,Neutral,,2.11,8.09,1.27,0.58,0.24,0.41,0,0.08
Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,none,31.4,-25,HP,90,60,15300,20,4,other,sphere,buffer,7.4,35.2,0.0001,buffer,60,37,1,Neutral,,20.7,6.68,0.39,0.18,0.15,0.16,0,0.03
Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,none,31.4,-25,HP,90,60,15300,20,4,other,sphere,buffer,7.4,35.2,0.0001,buffer,120,37,1,Neutral,,23.17,8.57,0.34,0.19,0.16,0.14,0,0.04
Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,COOH,129,-28,HP,90,60,15300,20,4,other,sphere,buffer,7.4,133,0.006,buffer,0.5,37,1,Anionic,,1.72,2.19,0.98,0,0,0,0.87,0
Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,COOH,129,-28,HP,90,60,15300,20,4,other,sphere,buffer,7.4,133,0.006,buffer,2,37,1,Anionic,,1.49,2.21,0.83,0,0,0,0.85,0
Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,COOH,129,-28,HP,90,60,15300,20,4,other,sphere,buffer,7.4,133,0.006,buffer,5,37,1,Anionic,,1.53,1.79,0.9,0,0,0,0.65,0
Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,COOH,129,-28,HP,90,60,15300,20,4,other,sphere,buffer,7.4,133,0.006,buffer,15,37,1,Anionic,,1.62,1.86,1.16,0,0,0,0.39,0
Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,COOH,129,-28,HP,90,60,15300,20,4,other,sphere,buffer,7.4,133,0.006,buffer,30,37,1,Anionic,,1.65,2.3,1.01,0,0,0,0.33,0
Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,COOH,129,-28,HP,90,60,15300,20,4,other,sphere,buffer,7.4,133,0.006,buffer,60,37,1,Anionic,,1.59,2.06,0.95,0,0,0,0.28,0
Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,COOH,129,-28,HP,90,60,15300,20,4,other,sphere,buffer,7.4,133,0.006,buffer,120,37,1,Anionic,,1.61,1.82,1.08,0,0,0,0.37,0
Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,PS,none,112,-55,HP,90,600,15300,20,4,other,sphere,buffer,7.4,134,0.009,buffer,0.5,37,1,Neutral,,3.26,9.54,0.54,0.31,0.13,0.25,0,0.03
Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,PS,none,112,-55,HP,90,600,15300,20,4,other,sphere,buffer,7.4,134,0.009,buffer,2,37,1,Neutral,,2.72,14.23,0.71,0.38,0.16,0.3,0,0.04
Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,PS,none,112,-55,HP,90,600,15300,20,4,other,sphere,buffer,7.4,134,0.009,buffer,5,37,1,Neutral,,2.76,12.25,0.83,0.41,0.25,0.33,0,0.05
Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,PS,none,112,-55,HP,90,600,15300,20,4,other,sphere,buffer,7.4,134,0.009,buffer,15,37,1,Neutral,,2.62,12.62,0.56,0.29,0.15,0.27,0,0.03
Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,PS,none,112,-55,HP,90,600,15300,20,4,other,sphere,buffer,7.4,134,0.009,buffer,30,37,1,Neutral,,21.74,6,1.35,1.02,0.38,0.29,0,0.09
Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,PS,none,112,-55,HP,90,600,15300,20,4,other,sphere,buffer,7.4,134,0.009,buffer,60,37,1,Neutral,,2.46,8.44,1.75,0.93,0.38,0.62,0,0.13
Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,PS,none,112,-55,HP,90,600,15300,20,4,other,sphere,buffer,7.4,134,0.009,buffer,120,37,1,Neutral,,2.69,8.88,1.17,0.57,0.25,0.36,0,0.07
Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,none,141,-6,HP,90,60,15300,20,4,other,sphere,plasma,7.4,158,0.007,buffer,0.5,37,1,Neutral,,2.73,1.4,1.14,0,0,0,0.52,0
Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,none,141,-6,HP,90,60,15300,20,4,other,sphere,plasma,7.4,158,0.007,buffer,2,37,1,Neutral,,1.46,1.77,1.03,0,0,0,0.3,0
Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,none,141,-6,HP,90,60,15300,20,4,other,sphere,plasma,7.4,158,0.007,buffer,5,37,1,Neutral,,1.23,2.06,1.6,0,0,0,0.34,0
Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,none,141,-6,HP,90,60,15300,20,4,other,sphere,plasma,7.4,158,0.007,buffer,15,37,1,Neutral,,1.48,1.9,1.12,0,0,0,0.53,0
Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,none,141,-6,HP,90,60,15300,20,4,other,sphere,plasma,7.4,158,0.007,buffer,30,37,1,Neutral,,1.41,1.41,1.54,0,0,0,0.41,0
Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,none,141,-6,HP,90,60,15300,20,4,other,sphere,plasma,7.4,158,0.007,buffer,60,37,1,Neutral,,2.09,2.11,0.96,0,0,0,0.08,0
Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,none,141,-6,HP,90,60,15300,20,4,other,sphere,plasma,7.4,158,0.007,buffer,120,37,1,Neutral,,2.47,1.83,0.77,0,0,0,0.52,0
Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,NH2,144.8,-8,HP,90,60,15300,20,4,other,sphere,plasma,7.4,172,0.009,buffer,0.5,37,1,Anionic,,1.9,1.91,1.05,0,0,0,0.8,0
Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,COOH,129,-8,HP,90,60,15300,20,4,other,sphere,plasma,7.4,180,0.007,buffer,0.5,37,1,Anionic,,1.72,2.19,0.98,0,0,0,0.87,0
Rapid formation of plasma protein corona critically affects nanoparticle pathophysiology,SiO2,NH2,144.8,-8,HP,90,60,15300,20,4,other,sphere,plasma,7.4,172,0.009,buffer,2,37,1,Anionic,,1.82,2.02,0.89,0,0,0,0.85,0
